Date,AdjClose,Close,High,Low,Open,Volume
2016-01-04,85.00211334228516,129.9713134765625,129.9904327392578,128.33651733398438,129.63670349121094,5469952.0
2016-01-05,84.93956756591797,129.87571716308594,130.86997985839844,128.91969299316406,130.74569702148438,4105341.0
2016-01-06,84.51443481445312,129.22561645507812,129.61758422851562,127.74378967285156,128.47036743164062,4509201.0
2016-01-07,83.07010650634766,127.01720428466795,129.08221435546875,126.60611724853516,127.8202667236328,7348987.0
2016-01-08,82.30105590820312,125.84130096435548,127.93498992919922,125.54492950439452,127.32313537597656,4981784.0
2016-01-11,83.30144500732422,127.37093353271484,127.93498992919922,125.96558380126952,126.0133819580078,5203222.0
2016-01-12,83.09510040283203,127.05545043945312,127.8967514038086,125.36328887939452,127.77246856689452,5312320.0
2016-01-13,82.013427734375,125.40152740478516,128.374755859375,125.33460998535156,127.62906646728516,4916305.0
2016-01-14,83.10137939453125,127.06501007080078,127.90631103515624,125.44933319091795,126.12810516357422,5972242.0
2016-01-15,81.30062103271484,124.31166076660156,125.12428283691406,123.20267486572266,124.29254150390624,9422891.0
2016-01-19,80.10018920898438,122.4760971069336,126.29063415527344,122.42829895019533,124.38814544677734,10438662.0
2016-01-20,76.19239044189453,116.5009536743164,118.53728485107422,112.81070709228516,113.25048065185548,16901059.0
2016-01-21,76.84892272949219,117.5047836303711,119.59847259521484,115.2772445678711,115.96558380126952,9258774.0
2016-01-22,76.59258270263672,117.11280822753906,119.25430297851562,116.4149169921875,119.1873779296875,9663366.0
2016-01-25,76.32997131347656,116.7112808227539,118.76673126220705,116.29063415527344,116.73040008544922,5696516.0
2016-01-26,76.64883422851562,117.1988525390625,118.17399597167967,116.86424255371094,116.8738021850586,4830219.0
2016-01-27,75.62969207763672,115.64053344726562,117.94454956054688,115.34416961669922,117.33269500732422,5257614.0
2016-01-28,76.41749572753906,116.84512329101562,117.42829895019533,115.68833923339844,115.9273452758789,4123855.0
2016-01-29,78.02436828613281,119.3021011352539,119.3021011352539,117.55258178710938,117.85850524902344,8627513.0
2016-02-01,78.04938507080078,119.34034729003906,119.78011322021484,118.26959991455078,118.92925262451172,3739345.0
2016-02-02,76.86767578125,117.53346252441406,118.6806869506836,117.24665069580078,118.23136138916016,3438516.0
2016-02-03,77.9805908203125,119.23518371582033,119.93307495117188,116.91204833984376,118.53728485107422,6509781.0
2016-02-04,79.8125991821289,122.0363311767578,122.84894561767578,119.50286865234376,119.57935333251952,5508759.0
2016-02-05,80.38780212402344,122.9158706665039,122.98279571533205,120.31549072265624,121.62523651123048,7507874.0
2016-02-08,80.20462799072266,121.39579010009766,121.9024887084961,118.67112731933594,120.45889282226562,7702744.0
2016-02-09,78.36658477783203,118.61376953125,121.34799194335938,118.32695770263672,120.57361602783205,6231231.0
2016-02-10,75.91584777832031,114.9043960571289,119.78011322021484,114.56979370117188,119.50286865234376,6766679.0
2016-02-11,74.43782806396484,112.66730499267578,114.397705078125,111.7590789794922,113.55640411376952,7643750.0
2016-02-12,76.45274353027344,115.7170181274414,115.72657775878906,113.14531707763672,114.01529693603516,5163579.0
2016-02-16,77.52649688720703,117.34225463867188,117.67686462402344,116.00382232666016,116.47227478027344,4248224.0
2016-02-17,79.64879608154297,120.55449676513672,121.00382232666016,117.82982635498048,118.26959991455078,5042766.0
2016-02-18,83.65966033935547,126.62523651123048,128.10707092285156,124.04397583007812,124.2829818725586,10409374.0
2016-02-19,84.05756378173828,127.22753143310548,127.77246856689452,125.08604431152344,126.53919982910156,5361064.0
2016-02-22,84.49342346191406,127.88719177246094,128.4034423828125,126.58699798583984,127.22753143310548,4662440.0
2016-02-23,83.6280746459961,126.5774383544922,127.54302215576172,126.20458984375,127.28489685058594,3597926.0
2016-02-24,83.88074493408203,126.95984649658205,127.61949920654295,123.97705841064452,125.76481628417967,4312240.0
2016-02-25,84.95448303222656,128.5850830078125,128.5946502685547,125.12428283691406,127.42829895019533,4558782.0
2016-02-26,83.39435577392578,126.22370910644533,128.9866180419922,126.14722442626952,128.5946502685547,4587965.0
2016-02-29,82.76273345947266,125.26768493652344,127.4952163696289,125.14340209960938,126.19503021240234,4631688.0
2016-03-01,84.87239074707031,128.46080017089844,128.71893310546875,126.22370910644533,126.42447662353516,3962771.0
2016-03-02,86.0914306640625,130.30592346191406,131.3957977294922,127.3613739013672,127.8202667236328,5457191.0
2016-03-03,87.03886413574219,131.73995971679688,131.89292907714844,130.08604431152344,131.1854705810547,5393594.0
2016-03-04,87.03886413574219,131.73995971679688,133.28871154785156,130.9942626953125,131.49139404296875,4150946.0
2016-03-07,88.5232162475586,133.9866180419922,134.33078002929688,130.85086059570312,131.24282836914062,5408866.0
2016-03-08,87.841064453125,132.95411682128906,134.17782592773438,131.37667846679688,133.5659637451172,5835739.0
2016-03-09,88.68743896484375,134.2351837158203,135.91778564453125,133.10707092285156,133.18356323242188,4609199.0
2016-03-10,88.54846954345703,134.0248565673828,135.24856567382812,132.0172119140625,135.0286865234375,4205548.0
2016-03-11,89.91914367675781,136.09942626953125,136.63479614257812,134.33078002929688,135.49713134765625,4625307.0
2016-03-14,90.18441009521484,136.50096130371094,136.89292907714844,134.8374786376953,135.7648162841797,4235045.0
2016-03-15,90.29810333251952,136.67303466796875,137.02676391601562,135.31549072265625,135.50669860839844,3878045.0
2016-03-16,91.4540023803711,138.4225616455078,138.50860595703125,135.8604278564453,136.34799194335938,4416107.0
2016-03-17,92.87516784667967,140.5736083984375,140.84129333496094,138.09751892089844,138.41299438476562,6089394.0
2016-03-18,92.90673828125,140.6214141845703,141.02294921875,139.11090087890625,140.91778564453125,12645826.0
2016-03-21,93.87945556640624,142.09368896484375,142.170166015625,140.26768493652344,140.82217407226562,3892794.0
2016-03-22,93.54470825195312,141.58700561523438,142.71510314941406,141.3384246826172,141.5487518310547,4269667.0
2016-03-23,91.83928680419922,139.0057373046875,141.52008056640625,138.7476043701172,141.49139404296875,4983353.0
2016-03-24,93.449951171875,141.44358825683594,141.70172119140625,138.13575744628906,138.6042022705078,5276547.0
2016-03-28,93.7341766357422,141.87380981445312,142.11280822753906,140.75526428222656,141.2523956298828,3415295.0
2016-03-29,94.32160186767578,142.76290893554688,143.1739959716797,141.0133819580078,141.09942626953125,3282871.0
2016-03-30,93.7405014038086,141.88336181640625,143.79541015625,141.7973175048828,143.3556365966797,3484435.0
2016-03-31,95.6606674194336,144.7896728515625,146.3671112060547,142.7915802001953,143.2026824951172,7092508.0
2016-04-01,96.3365249633789,145.8126220703125,146.2332763671875,143.64244079589844,143.89100646972656,4106073.0
2016-04-04,96.0522918701172,145.38241577148438,146.76864624023438,145.2294464111328,145.64053344726562,4112035.0
2016-04-05,94.74478149414062,143.4034423828125,144.93307495117188,143.06883239746094,144.7705535888672,3490502.0
2016-04-06,94.7574234008789,143.4225616455078,143.54684448242188,141.30975341796875,143.30784606933594,4387552.0
2016-04-07,93.6394271850586,141.73040771484375,143.02102661132812,141.49139404296875,142.51434326171875,3831498.0
2016-04-08,94.334228515625,142.7820281982422,143.3938751220703,141.6061248779297,142.50477600097656,3445315.0
2016-04-11,94.27106475830078,142.68641662597656,145.26768493652344,142.65774536132812,143.65200805664062,4023021.0
2016-04-12,94.51107788085938,143.04971313476562,143.50860595703125,142.04588317871094,143.0305938720703,3761207.0
2016-04-13,95.52169036865234,144.579345703125,144.579345703125,143.04971313476562,144.12045288085938,3314146.0
2016-04-14,95.47750854492188,144.51242065429688,146.0420684814453,143.7667236328125,144.8374786376953,3322619.0
2016-04-15,95.8311767578125,145.0478057861328,145.4110870361328,144.32122802734375,144.397705078125,3825850.0
2016-04-18,96.34281158447266,145.82217407226562,146.4053497314453,144.82791137695312,145.0478057861328,6884458.0
2016-04-19,90.95501708984376,137.66729736328125,140.48757934570312,136.3384246826172,140.0286865234375,13796949.0
2016-04-20,92.28775024414062,139.68450927734375,140.72657775878906,137.66729736328125,137.89674377441406,7064998.0
2016-04-21,94.30262756347656,142.73422241210938,143.51815795898438,140.0191192626953,140.13385009765625,6294514.0
2016-04-22,93.79733276367188,141.9694061279297,144.35946655273438,141.0133819580078,142.86807250976562,5430727.0
2016-04-25,93.99314880371094,142.26577758789062,142.35182189941406,140.64053344726562,141.6443634033203,2979949.0
2016-04-26,94.16368865966795,142.52389526367188,143.2026824951172,141.3957977294922,142.11280822753906,3116871.0
2016-04-27,95.04169464111328,143.85276794433594,144.14913940429688,142.41873168945312,142.7820281982422,3254315.0
2016-04-28,92.89411163330078,140.602294921875,143.57553100585938,140.27725219726562,143.1644287109375,3965909.0
2016-04-29,92.18035888671876,139.52198791503906,140.8604278564453,137.8489532470703,140.0478057861328,4420187.0
2016-05-02,91.75719451904295,138.88145446777344,140.53536987304688,138.07839965820312,140.11471557617188,3663510.0
2016-05-03,91.03712463378906,137.7915802001953,138.52772521972656,136.6156768798828,138.28871154785156,3749178.0
2016-05-04,91.11293029785156,137.90631103515625,138.62332153320312,137.0076446533203,137.05545043945312,2695647.0
2016-05-05,92.5151138305664,140.0286865234375,140.82217407226562,139.0535430908203,139.53155517578125,6800255.0
2016-05-06,93.9308853149414,140.8126220703125,141.46270751953125,138.11663818359375,138.48948669433594,5121007.0
2016-05-09,93.96277618408205,140.8604278564453,141.68260192871094,140.54493713378906,141.20458984375,4500310.0
2016-05-10,95.64002990722656,143.374755859375,143.44168090820312,141.24282836914062,141.72084045410156,4176364.0
2016-05-11,94.989501953125,142.3996124267578,144.4455108642578,142.1988525390625,143.12619018554688,3235278.0
2016-05-12,94.91938018798828,142.29444885253906,142.8202667236328,140.64053344726562,142.64817810058594,3398663.0
2016-05-13,94.20511627197266,141.2237091064453,143.26959228515625,140.93690490722656,142.2466583251953,2508308.0
2016-05-16,95.3147430419922,142.88719177246094,143.3938751220703,140.95602416992188,141.1567840576172,3210279.0
2016-05-17,94.38368225097656,141.49139404296875,142.92543029785156,140.8126220703125,142.64817810058594,3651168.0
2016-05-18,93.96277618408205,140.8604278564453,141.988525390625,139.92352294921875,141.48184204101562,2605691.0
2016-05-19,92.42584228515624,138.55641174316406,140.46844482421875,137.62905883789062,140.03823852539062,3855138.0
2016-05-20,93.90536499023438,140.77438354492188,141.02294921875,139.14913940429688,139.30210876464844,3840389.0
