Date,AdjClose,Close,High,Low,Open,Volume,Return,FastSMA,SlowSMA,Volatility,Valid
2016-05-25,11.77859115600586,15.357000350952148,15.399999618530272,15.048999786376951,15.184000015258787,21737000.0,0.014198926810945034,14.458850049972535,14.073949995040893,0.24222222277038966,True
2016-05-26,11.736408233642578,15.302000045776367,15.425000190734863,15.182000160217283,15.376999855041504,18431000.0,-0.0035814484547023184,14.484000062942505,14.08468999862671,0.2256873311285529,True
2016-05-27,11.757883071899414,15.329999923706056,15.392999649047852,15.246000289916992,15.300000190734863,18693000.0,0.001829818183631371,14.52175006866455,14.100469999313354,0.2166884231137635,True
2016-05-31,11.83918285369873,15.435999870300291,15.494999885559082,15.329999923706056,15.399999618530272,32058000.0,0.006914543191244071,14.563150072097779,14.121539993286133,0.21721623351292496,True
2016-06-01,11.87063217163086,15.47700023651123,15.531999588012695,15.333999633789062,15.340999603271484,30777000.0,0.002656152277496826,14.62100009918213,14.147259998321534,0.20024631825872086,True
2016-06-02,11.881366729736328,15.491000175476074,15.552000045776367,15.33899974822998,15.520999908447266,46746000.0,0.0009045641113203384,14.685200119018555,14.173970003128051,0.19572058396892636,True
2016-06-03,12.46811294555664,16.256000518798828,16.600000381469727,16.1200008392334,16.57699966430664,82985000.0,0.049383534610878854,14.78510012626648,14.20849000930786,0.25246068607951916,True
2016-06-06,12.48958683013916,16.284000396728516,16.393999099731445,16.101999282836914,16.34000015258789,34010000.0,0.0017224333806651337,14.88985013961792,14.24141001701355,0.2495413104205633,True
2016-06-07,12.642982482910156,16.483999252319336,16.594999313354492,16.2810001373291,16.333999633789062,32340000.0,0.012281924018560098,15.002050113677978,14.282940006256103,0.24986235921696082,True
2016-06-08,12.555549621582031,16.3700008392334,16.461999893188477,16.333999633789062,16.409000396728516,25620000.0,-0.006915701180336908,15.097500133514405,14.32145001411438,0.25293587592226513,True
2016-06-09,12.589293479919434,16.413999557495117,16.5049991607666,16.211999893188477,16.214000701904297,29143000.0,0.0026877651805776726,15.198950099945069,14.365620012283324,0.24965732167240243,True
2016-06-10,12.3346586227417,16.082000732421875,16.29800033569336,16.0,16.216999053955078,26657000.0,-0.020226564763226262,15.297850131988525,14.40637001991272,0.25063368203943226,True
2016-06-13,12.272528648376465,16.000999450683594,16.225000381469727,15.96399974822998,16.013999938964844,21568000.0,-0.005036766450021379,15.397650098800659,14.442550010681153,0.24928952102072752,True
2016-06-14,12.194299697875977,15.89900016784668,16.05299949645996,15.812999725341797,15.927000045776367,25669000.0,-0.0063745569863484786,15.479350090026855,14.477010011672974,0.24939678920010652,True
2016-06-15,12.187374114990234,15.84000015258789,16.011999130249023,15.817999839782717,15.881999969482422,30884000.0,-0.003710926135978565,15.565500116348266,14.510900011062622,0.2448320331234228,True
2016-06-16,12.205069541931152,15.86299991607666,15.883999824523926,15.5600004196167,15.704999923706056,22804000.0,0.0014520052567683628,15.639250135421753,14.545040006637572,0.24009297523860715,True
2016-06-17,12.002715110778809,15.600000381469728,15.975000381469728,15.493000030517578,15.897000312805176,43333000.0,-0.016579432389732918,15.705550146102905,14.576650009155273,0.24810441368598427,True
