Date,AdjClose,Close,High,Low,Open,Volume,Return,FastSMA,SlowSMA,Volatility,Valid
2016-05-25,1.1086986064910889,1.1292500495910645,1.1422499418258667,1.1202499866485596,1.1375000476837158,458076000.0,-0.004188619380803171,0.9785624980926514,0.8333574998378753,0.5892122207794193,True
2016-05-26,1.1204804182052612,1.1412500143051147,1.149500012397766,1.128000020980835,1.131250023841858,309964000.0,0.010626490313988324,0.9903750002384186,0.8366775000095368,0.5700091658806293,True
2016-05-27,1.126616597175598,1.1475000381469729,1.149250030517578,1.1387499570846558,1.1425000429153442,277416000.0,0.005476472081942241,1.0033375024795532,0.8399300003051757,0.5591079270837801,True
2016-05-31,1.1467431783676147,1.1679999828338623,1.1705000400543213,1.1517499685287476,1.152500033378601,412524000.0,0.017864874950238363,1.0167375028133392,0.8437274998426437,0.5593279076644505,True
2016-06-01,1.1489529609680176,1.1702500581741333,1.18149995803833,1.159000039100647,1.162500023841858,387132000.0,0.0019264343949831897,1.030787506699562,0.8478600001335144,0.5530372667563069,True
2016-06-02,1.1570521593093872,1.178500056266785,1.1885000467300415,1.1649999618530271,1.1764999628067017,329208000.0,0.007049773708641016,1.0462625086307527,0.8522375005483628,0.5363633837189683,True
2016-06-03,1.1408522129058838,1.1619999408721924,1.1684999465942385,1.1414999961853027,1.1670000553131104,461076000.0,-0.014000945784305774,1.0606500059366226,0.8564375001192093,0.5458571545146043,True
2016-06-06,1.134961724281311,1.156000018119812,1.1740000247955322,1.149999976158142,1.1649999618530271,322512000.0,-0.005163444972188902,1.0742875069379807,0.8604525005817414,0.5503058361533217,True
2016-06-07,1.137170672416687,1.1582499742507937,1.1694999933242798,1.1577500104904177,1.162999987602234,193400000.0,0.0019463288025212133,1.088100004196167,0.8647200000286103,0.5491793371936401,True
2016-06-08,1.1334892511367798,1.1545000076293943,1.162750005722046,1.1449999809265137,1.1584999561309814,234616000.0,-0.003237614249743448,1.1008750051259995,0.8690974998474121,0.5522472592076342,True
2016-06-09,1.162942886352539,1.184499979019165,1.1862499713897705,1.1480000019073486,1.1505000591278076,472168000.0,0.025985250057617204,1.1150250047445298,0.8741649997234344,0.552630975981224,True
2016-06-10,1.1339796781539917,1.1549999713897705,1.180999994277954,1.153499960899353,1.1705000400543213,400024000.0,-0.0249050300987107,1.1283125042915345,0.8788824993371963,0.5615858500260632,True
2016-06-13,1.1484616994857788,1.1697499752044678,1.1924999952316284,1.15625,1.15625,475588000.0,0.01277056638966756,1.1355750024318696,0.8837099993228912,0.22027106450513317,True
2016-06-14,1.1506704092025757,1.1720000505447388,1.1775000095367432,1.1540000438690186,1.1670000553131104,298344000.0,0.0019235523727005877,1.1414375066757203,0.8884799998998641,0.20356052927126472,True
2016-06-15,1.1624523401260376,1.184000015258789,1.194249987602234,1.1687500476837158,1.1817500591278076,301036000.0,0.010238877300792648,1.1477875053882598,0.8932074999809265,0.20388834935584368,True
2016-06-16,1.1671154499053955,1.1887500286102295,1.190750002861023,1.1637500524520874,1.1752500534057615,246456000.0,0.004011835549176279,1.153025007247925,0.8979900002479553,0.19004355708559661,True
2016-06-17,1.1467431783676147,1.1679999828338623,1.190500020980835,1.163249969482422,1.190250039100647,471000000.0,-0.01745534828766826,1.1569875061511994,0.9024950003623963,0.20567946812033697,True
2016-06-20,1.1673611402511597,1.1890000104904177,1.2042499780654907,1.1859999895095823,1.186750054359436,293768000.0,0.017979475997597305,1.1610250055789948,0.9072950005531311,0.20574329352126752,True
2016-06-21,1.160243034362793,1.1817500591278076,1.1972500085830688,1.1799999475479126,1.194000005722046,212508000.0,-0.006097520015680868,1.1646125078201295,0.9121000009775162,0.20853021498124438,True
2016-06-22,1.1592614650726318,1.180750012397766,1.1920000314712524,1.1787500381469729,1.184249997138977,202620000.0,-0.000846242166283262,1.1669500112533568,0.9165850013494492,0.1971736387411503,True
2016-06-23,1.1901880502700806,1.212249994277954,1.2135000228881836,1.191249966621399,1.1920000314712524,297880000.0,0.02667794329827755,1.1711000084877015,0.9213825011253357,0.21386195891272708,True
2016-06-24,1.122443914413452,1.1432499885559082,1.184000015258789,1.1325000524520874,1.162500023841858,1017684000.0,-0.056918957350166055,1.171200007200241,0.9258000010251999,0.30116867356655186,True
2016-06-27,1.1104166507720947,1.13100004196167,1.1425000429153442,1.1142499446868896,1.1337499618530271,449088000.0,-0.010715020089098637,1.170375007390976,0.9300600016117095,0.30292891567399294,True
2016-06-28,1.126616597175598,1.1475000381469729,1.153749942779541,1.131749987602234,1.152500033378601,381920000.0,0.01458885550232547,1.1693500101566314,0.934482501745224,0.30050131468539165,True
2016-06-29,1.1450252532958984,1.1662499904632568,1.1752500534057615,1.1545000076293943,1.1575000286102295,318932000.0,0.0163398271834152,1.1691500067710876,0.9395375019311905,0.3064758156788591,True
2016-06-30,1.1538615226745603,1.1752500534057615,1.1825000047683716,1.158750057220459,1.1682499647140503,430940000.0,0.007717095833741139,1.1689875066280364,0.9449850022792816,0.30668823989699695,True
2016-07-01,1.1452709436416626,1.1664999723434448,1.184000015258789,1.162500023841858,1.1687500476837158,218488000.0,-0.007445293056536961,1.1692125082015992,0.9502775019407272,0.3035739701446912,True
